# Source: GUM corpus (see licenses)
October|October	coref
National Magic Month|October	coref
William Evans|President of the International Brotherhood of Magicians	appos
William Evans|president of the International Brotherhood of Magicians	appos
the International Brotherhood of Magicians|the International Brotherhood of Magicians	coref
Magicians|Magicians	coref
magic|the International Brotherhood of Magicians	bridge
its|magic	ana
you|William Evans	ana
magic|its	coref
I|you	ana
I|I	ana
I|I	ana
I|I	ana
I|I	ana
it|that big red box with the dragons	ana
I|I	ana
it|it	ana
the counter|Hollywood Magic	bridge
it|it	ana
me|I	ana
me|me	ana
I|me	ana
\" Scarne on Card Tricks \" and \" Scarne on Magic Tricks \"|two books	appos
That|sold me two books	ana
me|I	ana
books|\" Scarne on Card Tricks \" and \" Scarne on Magic Tricks \"	bridge
I|me	ana
quite a few|books	bridge
then|That	ana
My|I	ana
October|National Magic Month	coref
National Magic Month|October	coref
the US|the United States	coref
you|My	ana
magic|magic	coref
a viable form of entertainment|magic	bridge
more magicians|Magicians	bridge
today|today	coref
good magicians|more magicians	bridge
good magic|magic	bridge
magic|magic	coref
magic|magic	coref
I|you	ana
young magicians|younger people	bridge
so many|young magicians	bridge
the internet|the internet	coref
they|so many	ana
the books|books	coref
We|I	bridge
magic|magic	coref
the internet|the internet	coref
magic|magic	coref
a magician|more magicians	bridge
you|I	ana
your|you	ana
I|your	ana
I|I	ana
International President|I	coref
I|International President	ana
I|I	ana
Las Vegas|Las Vegas	coref
November|next month	coref
Las Vegas|Las Vegas	coref
Eureka Springs|Eureka Springs , Arkansas	coref
March|March	coref
That|I am going to Las Vegas and Los Angeles next month , Italy in November , back to Las Vegas in December , Mexico in January , Magi-Fest in February , the Winter Carnival of Magic in Tennessee in March , Eureka Springs Cavalcade of Magic in March , and the FFFF in April	ana
Image|File photo	coref
you|Marymegan Daly	ana
this discovery|unusual new sea anemone	coref
I|you	ana
the anemone|this discovery	coref
your|I	ana
the ice in the Ross Sea|ice	coref
I|your	ana
I|I	ana
it|an undiscovered ecosystem	ana
Frank and his colleagues|they	coref
Frank|Frank Rack	ana
his|Frank	ana
the ice|the ice in the Ross Sea	coref
it|it	ana
it|it	ana
you|I	ana
there|Antarctica	ana
yourself|you	ana
I|yourself	ana
I|I	ana
more animals|the anemone	coref
my|I	ana
I|my	ana
the animals|more animals	coref
it|What I want to do with the animals	ana
me|I	ana
there|there	ana
I|me	ana
there|there	ana
my|I	ana
the animals|the animals	coref
the system in which they live|it	coref
me|my	ana
the anemones|the animals	coref
Antarctica|there	coref
they|biologists	ana
there|Antarctica	ana
These animals|the anemones	coref
Some of the most intriguing questions|more and better questions about the anemones	bridge
they|These animals	ana
their|they	ana
The samples|the specimens on hand	coref
we|me	bridge
they|The samples	ana
a kind of formaldehyde solution|formalin	appos
The formalin|a kind of formaldehyde solution	coref
anemones|their	coref
it|The formalin	ana
we|we	ana
these animals|anemones	coref
we|we	ana
anatomy|structures	coref
it|anatomy	ana
we|we	ana
samples|they	coref
the genome , transcriptome , or metabolome|DNA	bridge
the animals|these animals	coref
these animals|the animals	coref
them|these animals	ana
where they live|there	coref
they|them	ana
a single species|they	coref
that animal|a single species	coref
these|that animal	ana
we|we	ana
them|these	ana
comparisons|precise comparisons	coref
We|we	ana
more beasts|them	coref
their glow|that orange glow in the ROV lights	coref
their|more beasts	ana
it|their glow	ana
theirs|their	ana
luminescence|it	coref
anemone relatives|close relatives	coref
they|theirs	ana
light|luminescence	coref
They|they	ana
florescent proteins|light	bridge
these|florescent proteins	ana
the light of the ROV|the ROV lights	coref
that gorgeous glow|light	coref
the specimens|samples	coref
I|me	ana
